"","index","song","year","artist","genre","lyrics","sum_babiness","sum_conc"
"599",331305,"iration",2007,"fishbone","Rock","aimlessly i walk the streets alone codenewline my eyes are tearful to the world around codenewline they have forgotten the joy of which it is to be kind codenewline they need your guidance for they are blind codenewline so long codenewline so long have they heard your lies codenewline so long codenewline so long have they been mislead codenewline so long codenewline so long have they been confused codenewline and their faces are twisted with the pain of living codenewline their faces are twisted with the pain of living codenewline teacher teacher please understand codenewline your story position won't save the land codenewline although your job may seem minascule codenewline please guide the future so that good men rule codenewline pastor pastor on tv you preach codenewline destroy the letters with the sermons you teach codenewline forget to tell the glory of the saviors word codenewline iration codenewline jubilation codenewline we have the foundation codenewline for a severine nation codenewline and its ruled by lord codenewline jesus christ from above codenewline and the road to zion is the path he leads codenewline the road to zion is the path he leads codenewline ",239.444568171,366.01
"600",25252,"i-believe-in-you",2007,"the-fold","Rock","so i believe you with eyes open wide it seems impossible not to codenewline when i received you a child had died but a better man was begotten codenewline so help me to see continually this prodigal grace abounding me codenewline help me to listen if i could just listen hard enough codenewline and take me away to heaven above codenewline take me to what is in my heart codenewline i'll only behold it i'd never attain this on my own codenewline and while we're away in heaven above codenewline promise i'll never be defiled codenewline i cannot wait to find out what true beauty is codenewline will they believe me the man that i am codenewline wretched filthy and rotten codenewline your words relieve me when i'm in this world codenewline a world i've long since forgotten codenewline and help me to see continually this prodigal grace abounding me codenewline and help me to listen if i could just listen hard enough codenewline and take me away to heaven above codenewline take me to what is in my heart codenewline i'll only behold it i'd never attain this on my own codenewline and while we're away in heaven above codenewline promise i'll never be defiled codenewline i cannot wait to find out what true beauty is codenewline lord of lords protect me with white angels codenewline lead me not entangled hold me in your arms codenewline if my body seeks to walk in sinful places codenewline my heart no longer embraces protect me with your graces codenewline king of kings protect me with white angels codenewline lead me not entangled hold me in your arms codenewline if my body seeks to walk in sinful places codenewline my heart no longer embraces protect me with your graces codenewline and help me to see continually this prodigal grace abounding me codenewline and help me to listen if i could just listen hard enough codenewline and take me away to heaven above codenewline take me to what is in my heart codenewline i'll only behold it i'd never attain this on my own codenewline and while we're away in heaven above codenewline promise i'll never be defiled codenewline i cannot wait to find out what true beauty is codenewline ",582.663743797,770.57
"601",287943,"candle-for-the-dark",2006,"chicago","Rock","we rode the train codenewline from paris to the cold atlantic shore codenewline the winter rain codenewline kept us in each other's arms until the dawn codenewline do you remember codenewline faster than the sun codenewline flying higher than everyone codenewline like a dream too good to last codenewline i won't regret the past codenewline codenewline here with me codenewline deep down in my soul now and forever codenewline a candle for the dark i keep you codenewline here with me codenewline a story with an unexpected end codenewline the morning plane codenewline through empty doors a mountain in the sky codenewline the golden chain codenewline the autumn treetops cast a northern light codenewline do you remember codenewline we have no common ground codenewline treasure lost will now be found codenewline we can blame our wild at heart codenewline from now and from the start codenewline codenewline remember feelings i have shown codenewline chasing dreams i've never done codenewline illusion lead us both away codenewline hold me in your arms before you go codenewline codenewline deep down in my soul you will be codenewline here with me codenewline a story with an unexpected end codenewline everywhere i go you're here with me codenewline ",267.691205004,431.16
"602",14319,"bisa",2007,"amy-search","Rock","bisa bisa codenewline bagai dihiris kacaluka codenewline pedih tak terkiraterpedaya codenewline bisa bisa bisanya tingkahmupedih codenewline kau niagakan cinta pada semua codenewline kau ramas bunga cinta codenewline setelah ku taburkan codenewline mudah kau memusnahkan codenewline cinta kau anggap sampah codenewline bisa bisa codenewline bila terpedaya kerana cinta codenewline bisa bisa codenewline sungguh tak mengerti codenewline siapa kau sebenarnya codenewline kau ramas bunga cinta codenewline setelah ku taburkan codenewline mudah kau memusnahkan codenewline kau anggap cinta sampah codenewline bisa bisa codenewline bila terpedaya kerana cinta codenewline bisa bisa codenewline sungguh tak mengerti codenewline siapa kau sebenar codenewline ",0,0
"603",93960,"time-machine",2015,"craig-herbertson","Rock","picture this a frame upon a wall codenewline empty and vacant nothing there at all codenewline step through this door to the gates of dawn codenewline back to the past before mankind was born codenewline fly my friend in my time machine codenewline see my friend what no one else has seen codenewline time means nothing codenewline together we will travel timeless in our love codenewline bodies and our minds melting into one codenewline sojourn into silence where eternity unwinds codenewline back to the present to see what we can find codenewline fly my friend in my time machine codenewline be my friend what no one else has been codenewline where time means nothing codenewline in my time machine codenewline into the future a million years from now codenewline time is running wild but we are slowing down codenewline my eyes are getting dimmer i can't see what i've found codenewline peace at last oblivion is mine codenewline we've come to the end so look for last time codenewline fly my friend in my time machine codenewline be my friend what no one else has been codenewline where time means nothing codenewline in my time machine codenewline time means nothing in my time machine codenewline time means nothing in my time machine codenewline ",1136.700087224,1523.96
"604",16084,"lullabye",2006,"billy-joel","Rock","goodnight my angel time to close your eyes codenewline and save these questions for another day codenewline i think i know what you've been asking me codenewline i think you know what i've been trying to say codenewline i promised i would never leave you codenewline then you should always know codenewline wherever you may go no matter where you are codenewline i never will be far away codenewline goodnight my angel now it's time to sleep codenewline and still so many things i want to say codenewline remember all the songs you sang for me codenewline when we went sailing on an emerald bay codenewline and like a boat out on the ocean codenewline i'm rocking you to sleep codenewline the water's dark and deep inside this ancient heart codenewline you'll always be a part of me codenewline goodnight my angel now it's time to dream codenewline and dream how wonderful your life will be codenewline someday your child may cry and if you sing this lullaby codenewline then in your heart there will always be a part of me codenewline someday we'll all be gone codenewline but lullabies go on and on codenewline they never die codenewline that's how you and i will be codenewline ",300.820870877,413.73
"605",130767,"don-t-be-a-jerk-johnny",2009,"the-drums","Rock","jenny jenny jenny don't be lazy codenewline jenny jenny jenny don't be lazy codenewline i know it's hopeless codenewline i know it's sad codenewline i know your stupid codenewline i know it's sad codenewline but jenny jenny jenny codenewline jenny jenny jenny codenewline don't be a jerk johnny codenewline don't be so cruel to me codenewline don't be a jerk johnny codenewline don't be so cruel to me codenewline it's out of loveit's out of love codenewline it's out of love it's out of love codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline everyday i ride my bike codenewline up and down these roads codenewline i see your beautiful flower codenewline it was trampled on the ground codenewline and it makes me think of you codenewline how you used to be and how you are now codenewline oh jenny how you are now codenewline oh jenny jenny jenny codenewline it's out of love it's out of love codenewline it's out of love it's out of love codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline you used to be so pretty but know your just tragic codenewline believe in something your full of horseshit codenewline you used to be so pretty but know your just tragic codenewline believe in something your full of horseshit codenewline you used to be so pretty but know your just tragic codenewline believe in something your full of horseshit codenewline you used to be so pretty but know your just tragic codenewline believe in something your full of horseshit codenewline oh jenny jenny jenny codenewline and you say don't be a jerk johnny codenewline don't be so cruel to me codenewline don't be a jerk johnny codenewline don't be so cruel to me codenewline don't be a jerk johnny codenewline don't be so cruel to me codenewline don't be a jerk johnny codenewline don't be so cruel to me codenewline it's out of love it's out of love codenewline it's out of love it's out of love codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline it's out of loveno it's not codenewline no it's not no it's not no it's not no it's not codenewline ",557.120038788,587.99
"606",135391,"skin-feeling",2007,"crowded-house","Rock","i see some very nice skin out there codenewline i like the smell of that shop codenewline i like the way it serves me codenewline i like the pigment in your skin codenewline i like the way it moves me codenewline i like kids when they're asleep codenewline their little arms around you codenewline i like the way we play games codenewline don't lose that skin feeling codenewline i'm looking old i'm feeling young codenewline it's the truth my child codenewline my second life has just begun codenewline with this hungry girl codenewline i like black and i like red codenewline i like that orange circle codenewline i like the things that you said codenewline when you were misbehaving codenewline i like the people on tv codenewline but no one looks like me codenewline i love you and you love me codenewline don't lose that skin feeling codenewline i'm looking old i'm feeling young codenewline it's the truth my child codenewline my second life has just begun codenewline with this hungry girl codenewline i love the pigment in your skin codenewline i love the way it moves me codenewline i like the smell of that shot codenewline i like the way it serves me codenewline i like the things that you said codenewline when you were misbehaving codenewline i love you and you love me codenewline don't lose that skin feeling codenewline i'm looking old i'm feeling young codenewline it's the truth my child codenewline my second life has just begun codenewline with this hungry girl codenewline it's the truth my child codenewline let me hold your hand codenewline ",458.465446926,505.97
"607",1853,"beyond-the-maze",2007,"dreadful-shadows","Rock","it's a sea of thoughts where i will drown codenewline the diary of my life is burnt codenewline i can't pretend can't drive your face away codenewline your intimate voice is dumb codenewline i'll always see your wistful eyes codenewline the tears you cried will never dry codenewline every word you said comes back again codenewline spread your wings and fly codenewline dance with my shade codenewline like the leaves in that stormy night you passed away codenewline all my zest for life is gone codenewline the scenes of yesterdays will never fade codenewline too many words are left unsaid codenewline i'll spread my wings to be with you codenewline ",140.074495191,219.49
"608",238129,"city-lights",2006,"10-cc","Rock","oh oh i feel the city rhythm codenewline oh oh i love those city lights codenewline but when the sun comes up codenewline and the party's over codenewline i don't care i'm coming back tonight codenewline to the bright city lights codenewline home from work got your money in your pocket codenewline pull on your boots brand new suit codenewline if you had the chance you'd hock it codenewline for a night on the tiles codenewline and a shot of midnight fever codenewline get off your back get on the track codenewline tune in your receiver oh oh codenewline oh oh i feel the city rhythm codenewline oh oh i love those city lights codenewline but when the sun comes up codenewline and the party's over codenewline i don't care i'm coming back tonight codenewline to the bright city lights codenewline truck down the street feeling kinda funky codenewline get on the beat shuffle your feet codenewline never know you might get lucky codenewline you got love on the brain codenewline flashing like a neon codenewline feed 'em a line codenewline give 'em a sign codenewline they're looking for a come on oh oh codenewline oh oh i feel the city rhythm codenewline oh oh i love those city lights codenewline but when the sun comes up codenewline and the party's over codenewline i don't care i'm coming back tonight codenewline to the bright city lights codenewline no way to stop when the music's in your body codenewline into the night feel all right codenewline no time for feeling sorry codenewline you go down to the club codenewline with the old familiar faces codenewline buy 'em a drink kick up a stink codenewline everybody's going crazy oh oh codenewline oh oh i feel the city rhythm codenewline oh oh i love those city lights codenewline but when the sun comes up codenewline and the party's over codenewline i don't care i'm coming back tonight codenewline to the bright city lights codenewline to the bright city lights codenewline to the bright city lights codenewline to the bright city lights codenewline oh i love those city lights codenewline ",437.802830704,687.94
"609",300659,"into-my-arms",2003,"cooper-temple-clause","Rock","one night one night is never enough with you codenewline please come back into my arms codenewline so we can hold and share what we had before codenewline everythin is the same only you're not around codenewline the silent chill and the smell you made codenewline is making me nervous and i'm always sad codenewline how much more of this is there to come codenewline don't let me know codenewline one night one night is never enough with you codenewline please come back into my arms codenewline so we can hold and share what we had before codenewline we found him lying here staring at the stones codenewline seem like he'd made up his mind after all codenewline i'd like to save him take his mind off the pain codenewline but you and i both know that i've gont things to do codenewline one night one night together again just won't do codenewline ",241.272205067,330.85
"610",198164,"serpentine",2010,"disturbed","Rock","see the dogs come running codenewline smelling blood now codenewline to an open sore codenewline on a parasite codenewline countless hearts have fallen codenewline hard to number codenewline damnation's whore codenewline is looking for a victim tonight codenewline with an angry soul codenewline and a wicked design codenewline your will cannot endure codenewline and your heart is torn away codenewline i was caught up in the moment codenewline you were alone and codenewline you seemed to harness the light codenewline even though i felt cold inside codenewline when you told me it would be alright codenewline i had given up control and codenewline i didn't focus hard enough to see codenewline the warning signs codenewline your heart is serpentine codenewline damn what i'm becoming codenewline one of them now codenewline just an opened door codenewline on an endless night codenewline dark desire burning codenewline in my blood now codenewline how can i be sure codenewline i don't know if i'll be able to fight codenewline with a tortured soul codenewline and an honest design codenewline my will cannot endure codenewline if my heart is torn away codenewline i was caught up in the moment codenewline you were alone and codenewline you seemed to harness the light codenewline even though i felt cold inside codenewline when you told me it would be alright codenewline i had given up control and codenewline i didn't focus hard enough to see codenewline the warning signs codenewline your heart is serpentine codenewline now that i've been torn apart codenewline will there be an end to this codenewline will there finally be release codenewline will i finally rest in peace codenewline i'm determined to believe codenewline my prayers will be received codenewline with a tortured soul codenewline and an honest design codenewline my will cannot endure codenewline as my heart is torn away codenewline i was caught up in the moment codenewline you were alone and codenewline you seemed to harness the light codenewline even though i felt cold inside codenewline when you told me it would be alright codenewline i had given up control and codenewline i didn't focus hard enough to see codenewline the warning signs codenewline your heart is serpentine codenewline the warning signs codenewline your heart is serpentine codenewline evil personified codenewline your heart is serpentine codenewline ",425.852305956,729.81
"611",327681,"all-that-shit-is-gone",2008,"carolina-liar","Rock","i never got it right codenewline that's how this breaks down codenewline i never see things through codenewline i always carry the weight for you for you codenewline and now i hesitate codenewline with every step i take codenewline i fear my back might break codenewline if i don't leave today codenewline always trying to please everyone codenewline that i met and i ended up losing it all codenewline but all that shit is gone codenewline all that shit is gone codenewline i guess i felt abused codenewline is that something you choose codenewline in a cheap disguise codenewline i did everything for you codenewline always trying to please everyone that i met codenewline and i ended up losing it all codenewline but all that shit is gone codenewline all that shit is gone codenewline all that shit is gone codenewline all that shit is gone codenewline i never got it right codenewline i always carry the weight for you codenewline ",172.307326003,283.16
"612",341868,"patience-of-a-working-man",2007,"blackie-the-rodeo-kings","Rock","last ones at the party codenewline no place left to go codenewline you sit and watch the seaside codenewline i'll try to get some dough codenewline you know i don't need no reason to understand codenewline i got all the patience of a working man codenewline well i've never been stranded codenewline and i don't need dough codenewline i got troubles of my own codenewline that you don't need to know codenewline hey yeah yeah codenewline working man codenewline i got troubles codenewline like the shoes on my feet codenewline my woman's waiting up codenewline she gives me the dickens codenewline when i come home late codenewline man that's got to stop codenewline no i don't need no reason to understand codenewline i got all the patience of a working man codenewline well i've never been stranded codenewline and i don't need dough codenewline i got troubles of my own codenewline that you don't need to know codenewline hey yeah yeah working man codenewline i said yeah yeah yeah working man codenewline i'm the first to smile codenewline last to offend codenewline i got a heart like an arrow codenewline and it just won't bend codenewline well i aim to push codenewline i aim to shove codenewline you got something something codenewline something to say codenewline keep it to yourself codenewline cause i've never been stranded codenewline and i don't need dough codenewline i got troubles of my own codenewline that you don't need to know codenewline hey yeah yeah working man codenewline x3 working man codenewline ",268.991716779,440.26
"613",240733,"free-spirit",2008,"atlanta-rhythm-section","Rock","in the dawning of the social revolution codenewline in an age when do you your thing was never done codenewline i met a woman like i'd never known codenewline a girl with a mind of her own codenewline she spoke freely codenewline she began to talk about a new horizon codenewline she said come with me babe we shall overcome codenewline she said excuse me while i kiss the sky codenewline you see some folks were going to die codenewline i was born to run codenewline she was a free spirit codenewline a gypsy with an angel's wings codenewline she was a free spirit codenewline the answer to a dreamer's dreams codenewline i still dream about the first time we were lovers codenewline and i can't forget how beautiful it was yes it was codenewline it wasn't guilty and it wasn't a shame codenewline it wasn't something that you've got to explain codenewline no it was free love codenewline she was a free spirit codenewline a gypsy with an angel's wings codenewline she was a free spirit codenewline the answer to a dreamer's dreams codenewline a free spirit codenewline she was a woman way ahead of her time codenewline she had vision when the world was blind codenewline liberty codenewline she was a free spirit codenewline a gypsy with an angel's wings codenewline she was a free spirit codenewline the answer to all my dreams codenewline ",379.079982526,427.58
"614",15858,"the-army-corps-of-architects",2002,"death-cab-for-cutie","Rock","leaving the central state from shallow ground codenewline home in the valley but the rent's paid south codenewline you said the urn was half full when i said it was half empty codenewline with what was left of our fair city codenewline call in the army corps of architects codenewline to flatten the skyline and begin again codenewline i knew the years would move quickly codenewline but never quite as fast as this codenewline so bring the discrepancies i'll pour the drinks codenewline ",90.253096904,169
"615",109272,"heart-still-beats",2007,"brave-saint-saturn","Rock","the girl in the alley kneels with exhaustion codenewline she's guarded by the skinny guy codenewline who limps from some infection codenewline behind a veil of bleached thin hair her eyes tell a story codenewline like a photo of berlin december 1944 codenewline she's looking for a handout codenewline she's been high for several weeks now codenewline she's too far gone for whoring codenewline and the money just gave out codenewline and her heart still beats inside codenewline and the blood runs in her veins codenewline a remnants of life remains codenewline her heart still beats inside codenewline the man finally comes to the door codenewline i've seen him several times codenewline he always looks pissed off codenewline and his sunglasses stay on codenewline i think he got his biceps and tattoos while in prison codenewline and it doesn't seem to bother him codenewline when he says go to hell codenewline and his heart still beats inside codenewline and the blood runs in his veins codenewline a remnants of life remains codenewline his heart still beats inside codenewline the thought it comes to my mind to somehow intervene codenewline but it could bring me trouble and what can i do anyway codenewline it's hard to be effective when it happens so often codenewline to see a life unraveling through drawn venetian blinds codenewline i'm sickened by compassion codenewline i'm stifled by my limitations codenewline anesthetic apathy codenewline come take the pain away codenewline and my heart still beats inside codenewline and the blood runs in my veins codenewline a remnants of life remains codenewline and my heart still beats inside codenewline oh god we need you here codenewline we're sinking fast and we don't care codenewline the evidence is all around me codenewline on both sides of my door our hearts beat codenewline our hearts beat codenewline our hearts beat codenewline our hearts beat codenewline ",407.909327327,630.2
"616",15262,"crazy-james-michael-mix",2005,"alanis-morissette","Rock","in a church by the face codenewline he talks about the people going under codenewline only child know codenewline a man decides after seventy years codenewline that what he goes there for is to unlock the door codenewline while those around him criticize and sleep codenewline and through a fractal on a breaking wall codenewline i see you my friend and touch your face again codenewline miracles will happen as we trip codenewline but we're never gonna survive unless codenewline we get a little crazy codenewline no we're never gonna survive unless codenewline we are a little codenewline crazy codenewline yellow people walking through my head codenewline one of them's got a gun to shoot the other one codenewline and yet together they were friends at school codenewline oh get it get it get it get it no no codenewline if all were there when we first took the pill codenewline then maybe then maybe then maybe then maybe codenewline miracles will happen as we speak codenewline but we're never gonna survive unless codenewline we get a little crazy codenewline no we're never gonna survive unless codenewline we are a little codenewline crazy codenewline no no never survive unless we get a little bit codenewline in a sky full of people only some want to fly codenewline isn't that crazy codenewline in a world full of people only some want to fly codenewline isn't that crazy codenewline crazy codenewline in a heaven of people there's only some want to fly codenewline ain't that crazy codenewline oh babe oh darlin' codenewline in a world full of people there's only some want to fly codenewline ain't that crazy codenewline crazy crazy crazy codenewline oh codenewline but we're never gonna survive unless we get a little crazy codenewline no we're never gonna to survive unless we are a little crazy codenewline but we're never gonna survive unless we get a little crazy codenewline no we're never gonna to survive unless we are a little crazy codenewline no no never survive unless we get a little bit codenewline and then you see things codenewline the size of which you've never known before codenewline they'll break it codenewline someday codenewline only child know codenewline them things codenewline the size of which you've never known before codenewline someday codenewline someway codenewline ",625.789270788,733.55
"617",202881,"duo-come-es-la-vida",2011,"cheers-elephant","Rock","hey there sour grapes i am your man codenewline given it what it takes and all that i can codenewline but hey there doctor won't you let me bleed codenewline hey there jesus i am your man codenewline livin' on an empty stick on heroine codenewline writing you a postcard that reads i'll be coming soon codenewline hey ya como es la vida codenewline hey there astronaut floating in space codenewline living a dream in an aluminum case codenewline but my only aluminum is a beer can to my face codenewline all ove' all ove' all over again codenewline i'm stuck in these boats and they are wearin' thin codenewline oh the black child in africa i think i feel your pain codenewline hey ya como es la vida codenewline hey there misery i see your ugly stare codenewline so i rolled up my ball of hope and i chucked it in the air codenewline hey ya como es la vida codenewline ",190.266001645,299.49
"618",4464,"to-the-void",2006,"george","Rock","so we all bend down to reason pure and simple codenewline and its reasonable to a ache upon the tail codenewline and like soldiers who are driven on to battle codenewline there are those of us who question not at all codenewline so we all bend down to reason pure and simple codenewline and we file inline as battle general's call codenewline and the pragmatists logistical tactician codenewline leads technocrats to doom without delay codenewline and like astronauts with wings of pure intention codenewline our rocket ships burn fuel of yesterday codenewline while tomorrow is a distance near stagnation codenewline when material growth will eat the world away codenewline when material growth will eat the world away codenewline so we all bend down to reason pure and simple codenewline and its reasonable to ache upon the tail codenewline and like soldiers who are driven on to battle codenewline there are those of us who question not at all codenewline there are those of you who question not at all codenewline ",218.584294878,346.45
"619",132989,"honey-i-do",2007,"danni-leigh","Rock","baby won't you come back home codenewline i'm tired of bein' all alone codenewline just sittin' on a barstool actin' like a sad fool codenewline ever since you've been gone codenewline do i love you do i miss you codenewline honey i do codenewline do i cry since you've said goodbye codenewline honey i do codenewline honey i do honey i do codenewline i just put fifty five dollars away codenewline just to hear that ol' jukebox play codenewline 'cause i found your favorite love song codenewline played it all night long and all i got is heartache codenewline do i love you do i miss you codenewline honey i do codenewline do i cry since you've said goodbye codenewline honey i do codenewline honey i do honey i do codenewline do i do i miss you codenewline honey i do codenewline oh you know i do honey codenewline i got the honky tonk blues again codenewline this loneliness just won't end codenewline there's your memory in everything i see codenewline here it comes again codenewline do i love you do i miss you codenewline honey i do codenewline do i cry since you've said goodbye codenewline honey i do codenewline honey i do honey i do codenewline do i do i miss you codenewline honey i do i do i do codenewline i miss you i do codenewline ",275.721299528,418.14
"620",185411,"magic-olivia-newton-john",2006,"electric-light-orchestra","Rock","you're sailing softly through the sun codenewline in a broken stone age dawn codenewline you fly so high codenewline i get a strange magic codenewline oh what a strange magic codenewline oh it's a strange magic codenewline got a strange magic codenewline got a strange magic codenewline you're walking meadows in my mind codenewline making waves across my time codenewline oh no oh no codenewline i get a strange magic codenewline oh what a strange magic codenewline oh it's a strange magic codenewline got a strange magic codenewline got a strange magic codenewline oh i'm never gonna be the same again codenewline now i've seen the way it's got to end codenewline sweet dream sweet dream codenewline strange magic codenewline oh what a strange magic codenewline oh it's a strange magic codenewline got a strange magic codenewline got a strange magic codenewline it's magic it's magic it's magic codenewline strange magic codenewline oh what a strange magic codenewline oh it's a strange magic codenewline got a strange magic codenewline strange magic codenewline oh it's a strange magic codenewline oh it's a strange magic codenewline got a strange magic codenewline strange magic codenewline oh what a strange magic codenewline oh it's a strange magic codenewline got a strange magic codenewline strange magic codenewline you know i got a strange magic codenewline yeah i got a strange magic codenewline strange magic codenewline ",183.086699588,374.82
"621",47299,"uncool",2006,"courtney-love","Rock","pretty faces grab the headlines codenewline you leave me nothing but my name codenewline and all the greed keeps multiplying codenewline and i pretend to feel no pain codenewline never gonna lose baby if i tell the truth codenewline would i be uncool if i could write a love song codenewline i just want to believe you tried to hold me codenewline spend my whole life looking for it and i'm oh so lost codenewline i get tired of your pleasure codenewline my company's so cheap codenewline baby take me from this tempest codenewline take me someplace so i can sleep codenewline i don't want to die and i don't want to live codenewline baby i just want a chance to be with you codenewline i tried oh i love you codenewline i swear to god i never felt so alive codenewline never gonna lose if i tell the truth codenewline would it be uncool if i could write a love song codenewline i just want to believe you tried to hold me babe codenewline and every time you move and everytime you break codenewline yeah i gotta write a love song codenewline baby you're a freak show just like me codenewline baby we're all born ugly codenewline time to write a love song codenewline come to make you cry gonna go so deep codenewline tear the world baby baby there's somewhere i can sleep codenewline oh i wonder why oh i wonder why oh i wonder why codenewline want to be uncool codenewline want to be uncool codenewline now i'm gonna make you cry codenewline 'cause the burn it goes so deep codenewline gonna tear this tempest baby codenewline and go somewhere i can sleep codenewline gonna make you love me codenewline gonna make you love me codenewline yeah codenewline never gonna lose if i tell the truth codenewline would it be uncool if i could write a love song codenewline i just want to believe you tried to hold me babe codenewline and every time you move and everytime you break codenewline yeah i gotta write a love song codenewline baby you're a freak show just like me codenewline baby we're all born ugly codenewline gotta write a love song codenewline i'm gonna make you cry codenewline gonna go so deep codenewline tear the world baby give me somewhere i can sleep codenewline want to be uncool i want to write a love song codenewline want to be uncool want to be uncool codenewline i want to write a love song codenewline i want to be uncool i want to be uncool codenewline i'm gonna be uncool codenewline ",771.051427391,823.03
"622",82552,"192-days",2009,"eisley","Rock","baby you're still driving me crazy codenewline i've spent over one hundred and ninety two days loving you codenewline and honestly it feels no more than a day or three codenewline but i've spent over one hundred and ninety two days loving you codenewline so it's for you hon codenewline i write this song codenewline and make it old fashioned codenewline 'cause those were the days when people knew codenewline all about true romance codenewline and i have a prayer codenewline you look so fair codenewline in the loving moonlight codenewline i'll stand beside you codenewline take a photograph codenewline preserve the memory of codenewline you and me and our love codenewline darling child you are my honey bee codenewline don't you fly away from me codenewline stay right here i've been stung by you codenewline and i'll battle through any sticky sap codenewline or corner we're pushed into codenewline for i know our love is truer codenewline than the blue feathers of codenewline the blue birds above codenewline you look so fair codenewline in the loving moonlight codenewline i'll stand beside you codenewline take a photograph codenewline preserve the memory of codenewline you and me codenewline and when it grows dark codenewline i won't be afraid codenewline take my little hand codenewline and dance with me instead codenewline fair codenewline it's so fair codenewline in the loving moonlight codenewline in the loving moonlight codenewline i'll stand codenewline i will stand codenewline beside you take a photograph codenewline ba ba da ba codenewline preserve the memory of codenewline you and me and our perfect beautiful love codenewline ba ba da ba codenewline ",369.654918119,536.34
"623",258783,"diggin-up-the-heart",2015,"brandon-flowers","Rock","tony came back to town codenewline with his cap and gown codenewline that they give him at the state codenewline him breaking it every few day codenewline tony's mamma said he's only human codenewline look what the cat dragged in codenewline papa snatched your kin codenewline little sister hugs the tin man codenewline tony she's grown codenewline and she's pretty in her little black dress codenewline he's digging up the heart codenewline to know the price he paid codenewline you heard me in the train codenewline when you're in the cage codenewline and you can smell the rain codenewline and you can see the sage codenewline while fretting the highway codenewline but you can try codenewline and when you finally put the asphalt to the tyre codenewline looks something like sistine codenewline or a fire codenewline ripping through the dark codenewline he's digging up the heart codenewline digging up the heart codenewline digging up the heart codenewline well it ain't that strange codenewline any boy can change codenewline digging up the heart codenewline one two three for five codenewline oh me oh my codenewline count the reasons that you shouldn't be messing codenewline with the sons of perdition codenewline that were gonna take you down codenewline the straight and narrow codenewline you dreaming of another place codenewline you just can't get codenewline like the workmen in the pit codenewline little brother you're a liar to yourself codenewline i didn't think you'd changed codenewline it's just another heart codenewline ain't there something strange codenewline when tony left codenewline they were scratching at the door codenewline in particular one one hitting more codenewline her name was christie codenewline the queen of old folk county codenewline but what we'd have loved is the right time that there day codenewline because he met on something nothing boy got engaged codenewline lessons in the dark codenewline he's digging up the heart codenewline digging up the heart codenewline digging up the heart codenewline well it ain't that strange codenewline any boy can change codenewline he's digging up the heart codenewline he's digging up the heart codenewline digging up the heart codenewline with a little luck codenewline with the times getting rough codenewline digging up the heart codenewline well the perp's got his hands up codenewline and his mind's on the march codenewline the thirty day beneath the register codenewline he's digging up the heart codenewline digging up the heart codenewline digging up the heart codenewline well it ain't that strange codenewline any boy can change codenewline he's digging up the heart codenewline you're digging up the heart codenewline digging up the heart codenewline with a little luck codenewline with the times getting rough codenewline digging up the heart codenewline well it ain't that strange codenewline even boys can change codenewline digging up the heart codenewline ",597.746766538,1028.08
"624",219117,"heaven",2006,"asia","Rock","in the distance i can see them codenewline on the trade winds across stormy seas codenewline they are many please believe me codenewline there's something to find codenewline there's someplace here deep inside of my mind codenewline there is a time where codenewline there is no place here codenewline tell me if you get there codenewline heaven codenewline can you see this land i'm dreaming codenewline such a place i hope we will find codenewline is it there now tell me where now codenewline cause i need to know codenewline believe it's still deep inside of my mind codenewline there is a time where codenewline there is no place here codenewline tell me if you get there codenewline heaven codenewline ",171.38584749,235.26
"625",67031,"help-me",2000,"elvis-presley","Rock","lord help me walk codenewline another mile just one more mile codenewline i'm tired of walkin' all alone codenewline lord help me smile codenewline another smile just one more smile codenewline i know i just can't make it on my own codenewline i never thought i needed help before codenewline i thought that i could do things by myself codenewline now i know i just can't take it any more codenewline with a humble heart on bended knee codenewline i'm beggin' you please help me codenewline come down from your golden codenewline throne to me to lowly me codenewline i need to feel the touch of your tender hand codenewline remove the chains of darkness codenewline and let me see lord let me see codenewline just where i fit into your master plan codenewline i never thought i needed help before codenewline i thought that i could do things by myself codenewline now i know i just can't take it any more codenewline with a humble heart on bended knee codenewline i'm beggin' you please help me codenewline ",1380.411222306,1914.03
